Manufacturer,Model,Type,Min.Price,Price,Max.Price,MPG.city,MPG.highway,AirBags,RPM,EngineSize
Hyundai,Model_1135,SUV,39.4,50.1,12.0,23,47,Driver only,5143,4.5
Hyundai,Model_1136,Large,27.4,25.6,29.4,25,35,Driver & Passenger,4566,3.9
Hyundai,Model_1137,Large,30.5,48.0,23.6,18,41,Driver & Passenger,5214,1.1
BMW,Model_1138,Large,24.5,42.0,32.6,28,23,None,5306,2.7
Hyundai,Model_1139,Sport,38.5,50.7,28.5,27,32,Driver & Passenger,4858,2.4
Mazda,Model_1140,Small,42.2,21.3,49.3,29,27,None,5780,4.8
Lexus,Model_1141,SUV,31.8,51.9,25.8,31,22,Driver & Passenger,5749,2.4
Volkswagen,Model_1142,Midsize,38.5,12.9,41.7,22,43,Driver only,4797,3.7
Hyundai,Model_1143,Compact,10.7,45.7,36.2,25,22,None,4358,3.4
Mercedes-Benz,Model_1144,Large,41.6,29.6,54.5,25,24,Driver only,4379,3.9
Toyota,Model_1145,Midsize,15.4,18.0,34.7,30,30,Driver & Passenger,6214,1.2
Kia,Model_1146,Large,17.9,13.6,57.8,17,32,None,4615,4.7
Honda,Model_1147,SUV,10.4,27.5,12.0,37,21,None,4569,5.0
Toyota,Model_1148,Large,43.7,27.5,44.1,29,25,Driver & Passenger,5227,3.2
Mazda,Model_1149,Compact,39.6,20.3,12.5,27,26,Driver & Passenger,4125,1.7
Toyota,Model_1150,Van,41.8,19.7,49.8,21,43,Driver & Passenger,4344,4.5
Chevrolet,Model_1151,Van,39.4,28.0,24.5,19,23,Driver & Passenger,4668,3.6
Mercedes-Benz,Model_1152,SUV,26.0,28.5,32.1,26,28,Driver & Passenger,4766,3.5
Honda,Model_1153,Van,42.2,29.9,32.2,17,37,None,4539,4.5
Hyundai,Model_1154,Sport,43.9,49.1,56.9,26,33,Driver & Passenger,6258,3.9
Hyundai,Model_1155,Small,26.8,37.5,17.4,19,43,Driver & Passenger,6313,4.7
Hyundai,Model_1156,Sport,14.9,10.9,47.3,33,25,Driver & Passenger,4969,4.8
Mazda,Model_1157,Midsize,32.5,33.4,64.0,33,39,Driver & Passenger,6301,2.4
BMW,Model_1158,Sport,44.1,44.3,13.2,15,21,None,5211,1.8
Lexus,Model_1159,Midsize,40.3,12.5,63.2,34,23,Driver only,4029,2.5
Kia,Model_1160,Midsize,40.0,29.0,13.0,26,34,Driver only,4966,4.9
Subaru,Model_1161,Small,42.6,30.3,56.6,36,22,Driver only,5819,1.8
Audi,Model_1162,Compact,41.1,52.9,62.9,36,23,Driver & Passenger,4787,3.4
Lexus,Model_1163,SUV,36.8,31.4,64.6,20,23,None,6015,1.3
Mazda,Model_1164,Small,34.7,43.7,36.3,35,34,Driver & Passenger,5931,4.3
Ford,Model_1165,SUV,18.2,23.6,57.9,32,30,Driver & Passenger,4029,3.7
Mercedes-Benz,Model_1166,Van,31.2,45.1,18.5,35,42,None,4160,3.1
Kia,Model_1167,Van,27.5,24.5,34.5,30,36,Driver & Passenger,5446,3.5
Lexus,Model_1168,Sport,40.0,29.4,28.3,25,34,Driver & Passenger,6394,1.5
Volkswagen,Model_1169,Midsize,26.4,31.6,32.9,24,44,None,5245,4.4
Mazda,Model_1170,Large,13.2,51.7,49.2,17,40,Driver & Passenger,5211,2.4
Chevrolet,Model_1171,Large,8.7,12.4,16.6,32,22,Driver & Passenger,5534,1.7
Audi,Model_1172,SUV,33.2,18.9,64.9,26,42,Driver & Passenger,5905,1.1
Chevrolet,Model_1173,Midsize,28.6,41.8,45.7,28,42,None,4508,1.2
Hyundai,Model_1174,SUV,20.6,36.0,58.3,18,43,Driver & Passenger,4056,3.7
Audi,Model_1175,Small,14.7,21.3,56.0,24,29,Driver only,5090,3.9
Lexus,Model_1176,Compact,25.5,23.0,52.6,21,23,Driver & Passenger,4027,1.6
Volkswagen,Model_1177,Small,12.2,26.5,14.1,30,32,Driver only,5948,3.4
Hyundai,Model_1178,Midsize,20.8,30.3,39.4,23,44,Driver & Passenger,6279,2.9
Subaru,Model_1179,Midsize,22.3,46.8,29.4,17,21,Driver & Passenger,5995,4.7
Mercedes-Benz,Model_1180,Compact,25.5,10.6,18.0,16,25,Driver only,5401,3.7
Ford,Model_1181,SUV,25.5,50.4,30.2,20,38,None,4658,3.1
Kia,Model_1182,Sport,17.9,28.6,46.2,24,43,Driver & Passenger,4690,2.1
BMW,Model_1183,Sport,39.5,20.4,24.2,18,27,Driver only,5622,2.8
Chevrolet,Model_1184,Compact,21.5,32.9,35.6,18,25,None,6123,2.0
Chevrolet,Model_1185,Sport,16.9,39.7,33.4,24,39,Driver & Passenger,6392,3.7
Hyundai,Model_1186,Large,14.9,12.0,14.8,24,33,Driver & Passenger,4589,3.4
Hyundai,Model_1187,Sport,20.3,42.2,45.3,27,27,Driver only,5758,2.2
Audi,Model_1188,Sport,11.0,44.2,44.8,20,25,Driver only,5386,1.0
Nissan,Model_1189,Sport,9.7,17.5,63.2,21,31,Driver & Passenger,5986,4.9
Subaru,Model_1190,Large,30.6,17.6,27.8,19,28,Driver & Passenger,6190,1.2
Kia,Model_1191,SUV,31.1,19.2,34.2,29,26,Driver & Passenger,5661,3.2
Audi,Model_1192,Sport,27.8,45.8,33.4,22,44,Driver & Passenger,4820,4.4
Hyundai,Model_1193,Van,36.3,22.2,60.7,24,32,Driver only,4936,3.5
Toyota,Model_1194,Large,9.9,45.8,33.7,26,35,Driver only,6416,3.3
Audi,Model_1195,Compact,42.7,34.3,35.5,31,27,Driver & Passenger,5976,3.9
BMW,Model_1196,Small,12.0,44.5,25.4,30,33,Driver & Passenger,4252,2.2
Kia,Model_1197,Compact,33.1,34.9,12.1,15,35,Driver & Passenger,4959,2.6
Lexus,Model_1198,Small,13.4,25.1,17.9,18,39,Driver & Passenger,5150,1.3
Subaru,Model_1199,Compact,40.6,51.0,49.3,22,47,Driver only,4896,1.0
Hyundai,Model_1200,Van,27.1,42.2,48.2,20,25,Driver & Passenger,4351,2.1
Toyota,Model_1201,Small,11.5,31.8,29.1,35,42,Driver only,6168,4.3
Mercedes-Benz,Model_1202,Small,31.0,38.7,37.1,24,23,Driver & Passenger,4373,3.4
Honda,Model_1203,Midsize,8.8,37.7,27.8,32,23,Driver only,6388,1.6
Hyundai,Model_1204,Small,36.8,26.1,50.7,27,45,Driver & Passenger,6078,2.7
Honda,Model_1205,Small,32.2,29.1,56.7,19,22,Driver & Passenger,5368,1.1
Kia,Model_1206,Midsize,16.3,24.3,59.7,26,29,Driver only,6016,4.2
Chevrolet,Model_1207,Sport,22.2,55.0,21.2,35,25,Driver & Passenger,4203,2.8
Hyundai,Model_1208,Sport,8.8,36.1,48.8,32,46,Driver only,5395,2.1
Mercedes-Benz,Model_1209,Midsize,33.8,14.1,63.0,22,37,None,4411,4.1
Ford,Model_1210,Large,20.3,33.4,46.5,28,32,Driver & Passenger,5251,4.9
Hyundai,Model_1211,Small,29.4,12.2,30.6,29,30,None,4822,2.6
Honda,Model_1212,Small,43.4,23.0,45.7,19,23,Driver & Passenger,4903,4.1
Hyundai,Model_1213,Midsize,19.4,30.1,48.5,19,27,Driver & Passenger,5055,2.3
BMW,Model_1214,Midsize,44.6,34.0,33.0,31,22,None,6034,4.0
Ford,Model_1215,Large,31.6,53.9,17.5,27,31,Driver only,4345,4.9
Hyundai,Model_1216,Van,17.3,54.2,44.2,31,32,Driver & Passenger,5220,3.6
Mazda,Model_1217,Sport,24.4,14.4,54.5,25,43,Driver only,4746,2.0
Mazda,Model_1218,Compact,35.5,34.2,64.9,15,42,Driver only,4293,3.8
Toyota,Model_1219,Van,24.8,46.8,23.8,27,42,Driver & Passenger,6169,4.4
Subaru,Model_1220,SUV,11.0,20.7,49.1,32,30,Driver & Passenger,5659,2.6
Chevrolet,Model_1221,Sport,14.7,43.8,13.5,20,28,Driver & Passenger,4374,3.5
Kia,Model_1222,Small,37.4,49.5,63.4,27,23,Driver & Passenger,4965,2.0
Hyundai,Model_1223,SUV,32.2,39.8,12.7,35,30,Driver & Passenger,4015,2.8
Nissan,Model_1224,Van,29.3,24.7,31.0,36,27,Driver & Passenger,4437,1.7
BMW,Model_1225,Midsize,14.6,51.5,16.0,34,37,Driver & Passenger,6396,4.3
Honda,Model_1226,Large,39.1,49.8,44.9,25,22,Driver & Passenger,4209,1.4
Kia,Model_1227,Sport,43.6,42.2,30.0,33,23,Driver & Passenger,6207,1.2
Ford,Model_1228,Large,10.0,26.4,50.8,34,44,Driver & Passenger,5308,3.1
Volkswagen,Model_1229,SUV,11.3,45.6,37.8,23,36,Driver & Passenger,5104,3.3
Mazda,Model_1230,Sport,40.8,24.2,34.2,27,35,Driver only,6428,4.7
Volkswagen,Model_1231,Van,38.3,21.4,30.5,29,26,Driver & Passenger,5860,1.8
Mercedes-Benz,Model_1232,Small,31.1,33.2,16.6,25,21,Driver & Passenger,4860,4.1
BMW,Model_1233,Compact,43.0,54.9,22.9,30,24,Driver only,4386,3.6
Nissan,Model_1234,Large,32.1,46.2,45.9,31,20,Driver & Passenger,5458,4.0
Hyundai,Model_1235,Large,16.4,42.8,38.3,19,41,Driver & Passenger,5603,1.6
Toyota,Model_1236,Compact,35.1,30.3,15.7,36,32,Driver & Passenger,5067,2.8
Nissan,Model_1237,Large,32.1,24.0,40.8,28,31,None,4661,2.4
BMW,Model_1238,Large,44.5,48.5,14.9,29,38,Driver & Passenger,5193,3.8
Nissan,Model_1239,Sport,16.3,35.5,39.1,23,41,None,4074,3.4
BMW,Model_1240,Sport,30.3,46.6,63.1,28,27,None,5195,4.9
BMW,Model_1241,Compact,37.0,31.9,28.3,24,27,Driver & Passenger,5005,1.6
Audi,Model_1242,SUV,20.9,43.9,50.3,36,31,Driver & Passenger,5460,2.9
Honda,Model_1243,Small,22.4,49.0,51.5,27,23,None,5690,3.8
Lexus,Model_1244,Van,40.9,27.6,33.5,31,26,Driver & Passenger,4646,2.5
Volkswagen,Model_1245,Van,23.3,10.6,43.4,15,47,Driver only,4494,4.7
Lexus,Model_1246,SUV,31.3,21.5,37.0,28,35,Driver & Passenger,5482,4.4
Lexus,Model_1247,Large,41.0,51.2,27.0,26,41,Driver only,6232,4.5
Lexus,Model_1248,Small,16.2,40.9,52.0,21,37,Driver only,4728,3.4
Hyundai,Model_1249,Compact,44.3,43.2,49.2,17,25,Driver & Passenger,5999,2.9
Mazda,Model_1250,SUV,34.1,24.6,59.7,37,37,Driver & Passenger,6324,2.5
Audi,Model_1251,Compact,26.6,41.6,44.8,35,23,Driver & Passenger,6040,1.5
Hyundai,Model_1252,Sport,24.2,39.1,32.6,15,40,Driver & Passenger,5464,4.8
Audi,Model_1253,Large,43.3,18.0,49.8,27,28,Driver only,4690,2.1
Chevrolet,Model_1254,Midsize,16.0,53.6,44.8,36,32,Driver & Passenger,4620,4.2
Chevrolet,Model_1255,Compact,19.9,25.9,44.7,16,38,Driver & Passenger,5950,1.0
Hyundai,Model_1256,SUV,19.7,24.8,57.0,23,31,Driver only,6445,2.5
Mazda,Model_1257,Large,19.0,26.6,60.3,32,35,Driver only,5921,3.3
Nissan,Model_1258,Small,25.6,14.1,21.6,36,24,None,6331,2.3
Honda,Model_1259,SUV,44.6,38.1,28.6,18,21,Driver & Passenger,5925,1.8
Mazda,Model_1260,Sport,40.9,20.7,46.5,30,22,Driver only,6278,1.3
Hyundai,Model_1261,Van,20.5,46.1,41.5,20,32,Driver & Passenger,5682,5.0
BMW,Model_1262,Small,23.9,27.7,46.6,34,40,Driver & Passenger,6323,4.5
Ford,Model_1263,Compact,32.9,30.6,34.9,17,26,Driver & Passenger,4478,2.2
Honda,Model_1264,Compact,9.1,39.1,33.9,25,32,None,4346,1.1
Subaru,Model_1265,Small,38.4,44.3,18.2,19,35,Driver & Passenger,4171,3.2
Volkswagen,Model_1266,Compact,40.6,20.4,45.1,15,41,Driver & Passenger,4542,2.3
Honda,Model_1267,SUV,39.8,53.5,21.3,22,33,Driver & Passenger,5872,1.5
Hyundai,Model_1268,Large,22.2,38.0,47.6,33,37,Driver only,4978,4.2
BMW,Model_1269,Compact,25.4,10.3,63.3,18,32,Driver & Passenger,4543,2.4
BMW,Model_1270,Sport,9.0,28.7,25.6,23,33,None,4201,4.9
Toyota,Model_1271,Large,23.1,29.7,19.5,17,28,Driver & Passenger,4538,3.8
Lexus,Model_1272,SUV,25.3,46.4,13.3,19,27,Driver & Passenger,6430,4.4
Mazda,Model_1273,Midsize,41.6,23.7,32.1,30,44,Driver only,5799,3.5
BMW,Model_1274,Compact,41.1,24.9,23.4,22,44,Driver & Passenger,5417,3.2
Chevrolet,Model_1275,Compact,43.8,13.2,38.1,20,24,Driver & Passenger,5604,2.7
Lexus,Model_1276,Sport,40.8,22.8,39.8,17,46,Driver & Passenger,4881,1.3
Hyundai,Model_1277,SUV,8.8,42.3,30.5,30,42,Driver & Passenger,6293,3.9
Ford,Model_1278,Sport,31.9,38.6,51.7,22,26,Driver & Passenger,6163,2.4
Hyundai,Model_1279,Van,11.0,13.7,60.0,27,35,Driver only,5140,1.8
Volkswagen,Model_1280,SUV,18.4,15.2,23.2,19,29,Driver & Passenger,4848,1.5
Mazda,Model_1281,Small,29.6,27.0,56.3,20,44,Driver only,5455,1.3
Kia,Model_1282,Small,34.1,43.5,19.0,17,44,Driver & Passenger,6172,2.9
Chevrolet,Model_1283,Small,32.4,47.5,24.1,22,41,None,4032,4.3
Mercedes-Benz,Model_1284,Sport,10.3,10.7,41.8,18,22,None,4472,1.5
Subaru,Model_1285,Small,12.3,24.8,28.2,35,43,Driver & Passenger,5988,3.1
Nissan,Model_1286,SUV,13.2,29.1,14.2,31,36,Driver only,4762,2.5
BMW,Model_1287,Small,11.8,51.0,27.6,22,29,Driver only,5458,3.2
Kia,Model_1288,Midsize,15.0,32.6,60.0,35,30,Driver only,5727,1.2
BMW,Model_1289,Small,33.6,22.1,21.2,33,39,Driver & Passenger,5913,3.1
Honda,Model_1290,Compact,38.8,27.6,52.5,28,29,None,4022,3.2
Chevrolet,Model_1291,Van,23.4,29.6,50.3,23,37,None,4994,4.5
Honda,Model_1292,Sport,33.8,40.1,17.6,26,40,Driver only,5105,1.8
Toyota,Model_1293,Large,15.8,11.8,29.5,27,47,None,6250,4.3
Honda,Model_1294,Van,44.0,27.5,22.0,37,47,None,5929,4.0
Toyota,Model_1295,Midsize,21.3,39.1,13.2,22,42,Driver & Passenger,5379,4.7
Subaru,Model_1296,Sport,39.4,22.7,21.2,17,46,None,6248,4.7
Hyundai,Model_1297,SUV,43.0,36.6,22.7,36,20,Driver & Passenger,5385,4.1
Toyota,Model_1298,Sport,40.1,26.1,20.8,29,23,None,4384,4.7
Kia,Model_1299,Compact,10.9,44.1,16.8,34,22,Driver & Passenger,4911,2.0
Lexus,Model_1300,SUV,32.2,12.7,39.9,33,39,None,5042,1.6
BMW,Model_1301,Van,12.9,51.3,29.1,18,25,Driver & Passenger,4843,2.1
Nissan,Model_1302,Van,8.7,17.7,60.1,16,45,Driver & Passenger,4694,4.4
Lexus,Model_1303,Small,10.4,17.1,21.9,19,25,None,5597,2.3
Volkswagen,Model_1304,SUV,41.9,47.8,44.0,35,47,None,4120,4.3
Hyundai,Model_1305,Compact,41.7,49.1,59.7,16,36,Driver only,5158,2.5
Honda,Model_1306,Small,16.7,14.2,14.5,21,38,Driver & Passenger,6302,4.2
Mercedes-Benz,Model_1307,Small,28.5,50.9,39.4,25,36,Driver & Passenger,5387,4.4
Volkswagen,Model_1308,Sport,43.4,22.3,35.9,26,36,Driver & Passenger,5357,3.7
Chevrolet,Model_1309,Van,26.6,37.8,61.2,18,36,Driver & Passenger,4005,4.9
Toyota,Model_1310,Small,22.9,13.1,47.2,17,22,Driver & Passenger,6269,3.9
BMW,Model_1311,Midsize,26.1,27.1,30.5,22,33,Driver only,4881,2.0
Ford,Model_1312,Midsize,37.3,30.3,49.7,32,21,None,6018,4.9
Mazda,Model_1313,Van,25.9,37.0,42.9,37,47,Driver only,5996,3.7
Kia,Model_1314,Midsize,37.1,33.6,30.4,19,23,Driver & Passenger,6099,2.7
Nissan,Model_1315,Sport,24.3,30.8,53.6,30,42,Driver & Passenger,5278,3.0
Audi,Model_1316,Compact,17.7,53.2,47.4,37,46,Driver & Passenger,4741,4.1
Kia,Model_1317,Large,20.4,18.3,12.3,26,46,Driver only,6396,4.0
Subaru,Model_1318,Small,11.3,17.1,57.9,23,37,Driver & Passenger,6317,4.4
Ford,Model_1319,Large,26.7,42.1,33.0,22,21,None,6452,2.0
Mercedes-Benz,Model_1320,Compact,13.9,13.4,46.2,19,47,Driver & Passenger,5670,4.8
Mazda,Model_1321,Compact,38.1,31.7,33.0,34,31,Driver only,5596,2.0
Ford,Model_1322,Sport,23.9,31.8,58.7,33,34,Driver & Passenger,4617,2.9
Honda,Model_1323,Midsize,36.4,24.0,46.5,29,32,Driver only,5851,1.8
Toyota,Model_1324,Midsize,43.3,51.9,42.7,36,30,Driver & Passenger,4398,2.7
Hyundai,Model_1325,Compact,39.5,22.7,64.0,34,26,Driver & Passenger,6388,3.6
Nissan,Model_1326,Sport,43.2,23.0,26.9,25,47,Driver & Passenger,5623,3.0
Hyundai,Model_1327,Sport,29.2,20.5,15.5,34,28,Driver & Passenger,4006,2.0
Toyota,Model_1328,Van,14.5,16.6,39.3,27,46,Driver & Passenger,6071,2.5
Hyundai,Model_1329,SUV,42.6,26.4,34.5,37,34,Driver & Passenger,4568,3.4
Volkswagen,Model_1330,Small,40.2,40.6,36.1,27,22,Driver only,4726,4.6
Hyundai,Model_1331,SUV,40.1,43.4,44.9,35,29,Driver & Passenger,6367,2.7
Mazda,Model_1332,Midsize,33.8,46.6,44.6,31,27,Driver only,4536,3.3
BMW,Model_1333,Compact,31.3,18.9,32.8,35,25,Driver & Passenger,5479,4.6
Audi,Model_1334,Van,9.0,11.6,57.7,30,33,Driver only,5441,4.4
Chevrolet,Model_1335,Large,35.8,53.9,46.5,36,25,Driver & Passenger,4482,1.7
Lexus,Model_1336,Midsize,11.8,10.6,59.2,31,38,Driver only,5109,2.4
Hyundai,Model_1337,Small,18.0,53.2,60.4,33,45,Driver & Passenger,4801,4.2
Toyota,Model_1338,Sport,28.6,47.3,20.9,36,28,None,5947,3.9
Nissan,Model_1339,Compact,25.0,51.0,48.1,28,28,Driver & Passenger,5792,4.1
Lexus,Model_1340,Midsize,9.1,27.4,28.8,37,39,Driver & Passenger,5387,1.6
Subaru,Model_1341,Large,38.6,18.9,56.3,21,35,Driver & Passenger,5060,2.8
Subaru,Model_1342,Small,40.6,37.3,50.8,37,32,Driver & Passenger,4285,3.8
Ford,Model_1343,Small,33.4,43.4,22.5,23,32,None,4506,2.6
Lexus,Model_1344,Van,28.2,15.9,61.8,16,45,Driver only,4625,3.3
Nissan,Model_1345,Midsize,43.6,45.9,48.2,33,31,Driver & Passenger,5211,4.0
Mazda,Model_1346,Large,12.9,19.4,62.3,37,41,Driver & Passenger,4129,3.0
Volkswagen,Model_1347,Small,35.4,32.1,22.7,20,40,Driver & Passenger,5947,3.4
Hyundai,Model_1348,Compact,13.2,48.5,58.1,15,39,Driver only,6351,2.4
Ford,Model_1349,Small,22.4,18.7,47.4,21,21,Driver & Passenger,4535,2.5
Subaru,Model_1350,Large,29.9,20.9,41.3,30,23,Driver & Passenger,4226,1.8
Chevrolet,Model_1351,Sport,35.4,12.8,55.5,16,26,None,5735,5.0
Chevrolet,Model_1352,Sport,8.6,16.6,45.5,18,38,Driver & Passenger,4657,3.4
Toyota,Model_1353,Van,18.0,16.6,47.5,37,22,Driver & Passenger,5811,1.8
Mazda,Model_1354,Midsize,28.1,19.2,25.4,34,30,None,6371,1.7
BMW,Model_1355,Large,27.9,22.9,55.3,36,38,Driver & Passenger,6055,1.9
Subaru,Model_1356,Van,31.8,46.7,46.5,28,44,Driver & Passenger,4055,3.9
Mercedes-Benz,Model_1357,SUV,19.6,51.2,56.8,25,33,Driver only,5596,3.0
Mazda,Model_1358,Small,28.2,28.3,30.6,23,36,Driver only,4273,3.1
Volkswagen,Model_1359,SUV,15.4,15.8,29.6,19,24,Driver & Passenger,5120,3.8
Hyundai,Model_1360,Small,15.3,20.1,13.3,17,44,Driver & Passenger,5850,3.9
Nissan,Model_1361,Sport,29.5,43.1,52.7,36,33,None,5121,4.0
Lexus,Model_1362,Van,33.5,40.5,29.5,34,26,Driver & Passenger,5234,1.3
Subaru,Model_1363,Sport,12.9,53.5,29.3,16,31,Driver & Passenger,5577,4.3
Lexus,Model_1364,Compact,13.0,10.7,48.5,24,47,Driver & Passenger,4564,1.7
Chevrolet,Model_1365,SUV,29.1,43.8,25.4,35,36,Driver & Passenger,5056,3.5
Nissan,Model_1366,SUV,18.4,32.8,60.2,24,39,None,6324,1.9
Nissan,Model_1367,Sport,22.8,50.6,40.5,21,41,None,5467,4.3
Nissan,Model_1368,Compact,23.1,35.9,63.4,29,40,None,5677,4.1
Chevrolet,Model_1369,Small,15.0,30.1,16.1,19,37,Driver & Passenger,4426,1.7
Volkswagen,Model_1370,Van,8.5,40.0,29.9,22,20,None,4295,3.2
Lexus,Model_1371,Compact,39.6,47.5,32.2,32,30,None,4561,3.9
Kia,Model_1372,Van,34.6,22.7,50.7,34,23,Driver & Passenger,4109,1.7
Lexus,Model_1373,SUV,33.7,14.8,23.3,20,31,None,4861,1.6
Honda,Model_1374,Van,28.4,29.5,31.9,37,45,Driver & Passenger,5343,2.5
Hyundai,Model_1375,SUV,34.1,19.7,60.3,25,24,Driver & Passenger,6161,4.7
Mercedes-Benz,Model_1376,Compact,42.7,29.3,18.1,22,34,Driver & Passenger,5686,1.3
Kia,Model_1377,SUV,32.8,54.6,51.5,18,39,None,4548,2.4
Hyundai,Model_1378,Midsize,18.2,35.8,49.2,21,22,None,5607,4.2
Ford,Model_1379,SUV,29.3,41.2,18.9,16,45,None,6185,2.4
Mazda,Model_1380,Sport,24.6,40.5,48.5,29,34,Driver only,4882,1.2
Mazda,Model_1381,Compact,28.8,46.9,42.2,23,27,Driver & Passenger,4279,3.5
Audi,Model_1382,Small,27.4,52.5,27.2,37,47,Driver & Passenger,4176,4.8
Mazda,Model_1383,Van,39.8,39.6,28.5,35,41,Driver only,4745,3.3
Lexus,Model_1384,Large,32.3,31.4,56.1,33,30,Driver & Passenger,6289,4.3
Chevrolet,Model_1385,Compact,15.4,24.3,24.2,37,31,None,5600,1.1
Mercedes-Benz,Model_1386,Sport,10.8,26.2,39.2,33,22,Driver & Passenger,6128,3.6
BMW,Model_1387,SUV,24.0,25.1,48.1,19,25,Driver only,5819,1.6
Toyota,Model_1388,Van,9.1,24.6,18.9,33,45,Driver & Passenger,4012,3.8
Audi,Model_1389,Midsize,20.1,41.3,61.4,17,27,Driver & Passenger,5720,3.3
Hyundai,Model_1390,Small,21.9,36.4,25.8,26,26,Driver only,4443,1.9
Hyundai,Model_1391,Midsize,22.2,19.1,28.9,21,36,Driver & Passenger,4137,3.3
Toyota,Model_1392,Large,44.2,53.6,47.3,19,35,Driver & Passenger,5216,3.7
Hyundai,Model_1393,Compact,19.6,29.2,16.1,26,41,Driver & Passenger,6438,4.6
Toyota,Model_1394,Van,18.2,35.5,45.3,18,36,Driver & Passenger,4830,4.6
Toyota,Model_1395,Compact,13.2,41.6,60.5,34,32,Driver & Passenger,5503,4.7
Hyundai,Model_1396,Sport,27.2,37.6,25.2,33,23,Driver only,5652,4.4
Audi,Model_1397,Compact,14.1,24.0,31.2,27,29,Driver & Passenger,4454,3.2
Ford,Model_1398,Small,31.0,45.9,24.3,29,35,None,4549,4.4
Lexus,Model_1399,Large,14.2,15.0,55.4,24,38,Driver & Passenger,6357,3.9
Nissan,Model_1400,Midsize,29.5,35.6,20.9,15,26,None,5580,4.0
Mazda,Model_1401,Large,38.7,22.3,30.4,17,37,Driver & Passenger,4487,1.6
Mazda,Model_1402,Van,10.1,37.7,43.9,32,32,Driver & Passenger,4367,1.7
Chevrolet,Model_1403,Compact,23.8,19.8,33.4,30,47,Driver & Passenger,5192,1.7
Audi,Model_1404,Van,25.3,44.7,15.5,26,23,Driver & Passenger,4172,1.8
Chevrolet,Model_1405,Midsize,37.4,20.2,62.2,30,40,None,5242,2.7
BMW,Model_1406,Van,25.6,50.1,29.9,25,37,Driver & Passenger,4587,2.3
BMW,Model_1407,Sport,29.2,48.8,35.6,25,35,Driver & Passenger,5614,1.2
Chevrolet,Model_1408,Large,37.4,26.3,20.9,37,44,Driver & Passenger,5235,3.9
Audi,Model_1409,Midsize,28.9,27.4,57.9,36,37,Driver & Passenger,4237,2.6
Chevrolet,Model_1410,Midsize,21.6,41.6,27.4,28,35,Driver & Passenger,5340,1.3
Mazda,Model_1411,SUV,11.6,14.1,13.1,31,41,Driver & Passenger,6058,4.2
Kia,Model_1412,Midsize,35.1,13.6,28.8,33,47,None,6448,1.1
Honda,Model_1413,SUV,40.3,16.1,64.2,25,43,Driver & Passenger,6250,3.2
Hyundai,Model_1414,Small,43.9,35.3,19.8,18,47,Driver & Passenger,4515,4.0
Hyundai,Model_1415,SUV,42.3,16.7,13.7,24,42,Driver & Passenger,4856,2.5
Mercedes-Benz,Model_1416,Large,37.6,22.5,42.6,37,41,Driver & Passenger,6228,3.3
Toyota,Model_1417,Van,32.0,39.1,31.7,33,43,Driver & Passenger,6478,1.2
Honda,Model_1418,SUV,37.0,10.7,54.1,18,40,Driver & Passenger,4734,1.9
Lexus,Model_1419,Midsize,24.3,18.1,50.8,25,45,Driver & Passenger,4412,3.7
Audi,Model_1420,Large,30.2,51.8,21.8,21,28,Driver & Passenger,6376,4.2
Volkswagen,Model_1421,SUV,21.2,39.9,41.9,34,21,Driver only,6178,1.5
Honda,Model_1422,SUV,20.4,23.7,13.7,23,25,Driver only,5795,4.9
Mercedes-Benz,Model_1423,Midsize,36.1,12.0,35.3,36,47,Driver & Passenger,5960,2.6
BMW,Model_1424,Sport,25.1,36.4,49.8,16,45,Driver & Passenger,4661,4.7
Hyundai,Model_1425,Sport,16.2,20.0,34.0,15,47,Driver & Passenger,4370,3.2
Toyota,Model_1426,SUV,15.9,53.2,18.3,22,47,Driver & Passenger,4455,3.6
Mercedes-Benz,Model_1427,Sport,39.9,40.9,15.3,33,46,Driver & Passenger,4024,1.7
Nissan,Model_1428,Compact,33.2,53.8,57.2,37,42,None,5017,4.5
Volkswagen,Model_1429,Midsize,28.4,48.2,59.2,30,44,None,5411,1.3
Audi,Model_1430,Compact,23.1,31.7,30.2,28,40,None,4308,4.9
Toyota,Model_1431,Large,24.2,40.1,20.7,18,25,Driver & Passenger,6226,2.6
Lexus,Model_1432,Compact,10.6,46.5,63.9,33,44,Driver & Passenger,6253,1.7
Honda,Model_1433,Large,25.1,36.0,40.9,36,45,Driver & Passenger,4004,3.4
BMW,Model_1434,SUV,37.5,12.8,37.3,36,25,Driver & Passenger,4177,4.5
Ford,Model_1435,Large,22.7,31.2,51.3,20,33,Driver & Passenger,4314,2.6
Kia,Model_1436,Large,22.5,15.9,21.0,29,30,None,4916,1.0
Nissan,Model_1437,Van,9.1,42.2,42.7,27,47,None,5686,4.5
Volkswagen,Model_1438,Compact,25.2,40.6,59.2,33,36,Driver only,5616,3.3
Kia,Model_1439,Van,9.4,54.7,13.2,36,23,Driver & Passenger,6178,1.4
Toyota,Model_1440,SUV,29.3,38.3,47.7,18,23,Driver & Passenger,5248,4.6
BMW,Model_1441,Midsize,27.0,46.0,41.2,16,38,Driver & Passenger,6353,4.1
BMW,Model_1442,Compact,39.2,22.1,62.4,17,43,None,4309,3.1
Mercedes-Benz,Model_1443,Midsize,29.7,25.3,25.7,28,41,Driver only,4261,2.8
Hyundai,Model_1444,Midsize,20.3,51.3,57.5,18,42,Driver & Passenger,4437,3.8
